Chromosome	Start	Stop	Name	Size	Orientation	RefSeq	CStart	CStop	NumExons
chr20	32254303	32256331	ACTL10	2028	+	NM_001024675	32255303	32256041	1
chr20	32263291	32274210	E2F1	10919	-	NM_005225	32264537	32274070	7
chr20	32290549	32308136	PXMP4	17587	-	NM_007238	32295511	32308013	4
chr20	32319565	32380075	ZNF341	60510	+	NM_001282933	32319827	32379323	15
chr20	32375178	32398905	ZNF341-AS1	23727	-	NR_110623	32398905	32398905	4
chr20	32399109	32442173	CHMP4B	43064	+	NM_176812	32399274	32441366	5
chr20	32580293	32582173	RALY-AS1	1880	-	NR_109885	32582173	32582173	3
chr20	32581457	32670991	RALY	89534	+	NM_016732	32659880	32666355	10
chr20	32636924	32636996	MIR4755	72	+	NR_039911	32636996	32636996	1
chr20	32676103	32700162	EIF2S2	24059	-	NM_003908	32677535	32699916	9
chr20	32848170	32857148	ASIP	8978	+	NM_001672	32848180	32856973	3
chr20	32868070	32899608	AHCY	31538	-	NM_001161766	32868839	32883335	10
chr20	32951040	33099198	ITCH	148158	+	NM_001257137	32981617	33095599	26
chr20	33054129	33054223	MIR644A	94	+	NR_030374	33054223	33054223	1
chr20	33104188	33128762	DYNLRB1	24574	+	NM_001281728	33122451	33128428	5
chr20	33134687	33148149	MAP1LC3A	13462	+	NM_181509	33137781	33147702	5
chr20	33148345	33265089	PIGU	116744	-	NM_080476	33148669	33264889	12
chr20	33292147	33301237	TP53INP2	9090	+	NM_021202	33296543	33298111	5
chr20	33302577	33413433	NCOA6	110856	-	NM_014071	33303125	33370158	15
chr20	33421377	33422265	HMGB3P1	888	-	NR_002165	33422265	33422265	1
chr20	33432522	33460661	GGT7	28139	-	NM_178026	33433130	33460618	15
chr20	33462765	33515769	ACSS2	53004	+	NM_001242393	33470703	33515017	18
chr20	33516235	33543601	GSS	27366	-	NM_000178	33516630	33539655	13
chr20	33543637	33590240	MYH7B	46603	+	NM_020884	33563297	33589991	45
chr20	33578178	33578300	MIR499A	122	+	NR_030223	33578300	33578300	1
chr20	33578202	33578275	MIR499B	73	-	NR_039912	33578275	33578275	1
chr20	33590206	33680618	TRPC4AP	90412	-	NM_015638	33590948	33680584	19
chr20	33703159	33735161	EDEM2	32002	-	NM_018217	33703235	33735061	11
chr20	33759739	33765165	PROCR	5426	+	NM_006404	33759957	33764616	4
chr20	33814538	33864804	MMP24	50266	+	NM_006690	33814541	33862412	9
chr20	33864135	33865960	MMP24-AS1	1825	-	NR_102705	33865960	33865960	2
chr20	33866708	33872619	EIF6	5911	-	NM_002212	33866999	33872290	7
chr20	33873053	33873575	FAM83C-AS1	522	+	NR_109815	33873575	33873575	2
chr20	33873533	33880225	FAM83C	6692	-	NM_178468	33874337	33880107	4
chr20	33890368	33999945	UQCC1	109577	-	NM_018244	33891737	33999766	10
chr20	34021144	34025970	GDF5	4826	-	NM_000557	34021706	34025708	2
chr20	34041775	34041919	MIR1289-1	144	-	NR_031620	34041919	34041919	1
chr20	34043222	34099803	CEP250	56581	+	NM_007186	34050192	34099455	35
chr20	34108569	34117481	C20orf173	8912	-	NR_026933	34117481	34117481	11
chr20	34129777	34145405	ERGIC3	15628	+	NM_198398	34129846	34145275	14
chr20	34146506	34195484	FER1L4	48978	-	NR_119376	34195484	34195484	44
chr20	34203805	34209016	SPAG4	5211	+	NM_001317931	34204137	34208944	12
chr20	34213952	34252878	CPNE1	38926	-	NM_152928	34214162	34220845	17
chr20	34236846	34252878	RBM12	16032	-	NM_152838	34240445	34243244	3
chr20	34256609	34287287	NFS1	30678	-	NR_037570	34287287	34287287	14
chr20	34287231	34288902	ROMO1	1671	+	NM_080748	34287554	34288828	3
chr20	34291530	34330258	RBM39	38728	-	NR_040724	34330258	34330258	18
chr20	34359922	34538288	PHF20	178366	+	NM_016436	34389444	34535549	18
chr20	34541538	34543281	SCAND1	1743	-	NM_016558	34541666	34542206	3
chr20	34556502	34618622	CNBD2	62120	+	NM_080834	34556684	34618570	12
chr20	34633539	34638882	LINC00657	5343	-	NR_027451	34638882	34638882	1
chr20	34679425	34820721	EPB41L1	141296	+	NM_001258331	34763481	34817262	20
chr20	34824338	34844863	AAR2	20525	+	NM_015511	34827790	34843667	4
chr20	34894244	35157040	DLGAP4	262796	+	NM_014902	35060120	35155434	13
chr20	35136104	35201678	DLGAP4-AS1	65574	-	NR_109939	35201678	35201678	5
chr20	35169886	35178226	MYL9	8340	+	NM_006097	35173287	35177652	4
chr20	35201875	35222355	TGIF2	20480	+	NM_001199514	35207177	35219834	3
chr20	35202956	35240960	TGIF2-C20orf24	38004	+	NM_001199535	35207177	35240454	5
chr20	35234136	35240960	C20orf24	6824	+	NR_026562	35240960	35240960	5
chr20	35240923	35274619	SLA2	33696	-	NM_175077	35242371	35269738	8
chr20	35280168	35374541	NDRG3	94373	-	NM_032013	35281922	35350138	16
chr20	35380193	35402230	DSN1	22037	-	NM_001145315	35381190	35399861	11
chr20	35405844	35488276	SOGA1	82432	-	NM_199181	35406176	35467817	15
chr20	35504523	35522634	TLDC2	18111	+	NM_080628	35504577	35517789	7
chr20	35520226	35580246	SAMHD1	60020	-	NM_015474	35521334	35580046	16
chr20	35624754	35724403	RBL1	99649	-	NM_002895	35627161	35724331	22
chr20	35729628	35807991	MROH8	78363	-	NM_152503	35731089	35807883	24
chr20	35807455	35870025	RPN2	62570	+	NM_002951	35807759	35869718	17
chr20	35879489	35885299	GHRH	5810	-	NM_021081	35879615	35885292	4
chr20	35918050	35945663	MANBAL	27613	+	NM_022077	35929666	35944818	4
chr20	35973087	36033835	SRC	60748	+	NM_005417	36012556	36031782	14
chr20	36145818	36156333	BLCAP	10515	-	NM_001167820	36147312	36147576	3
chr20	36149606	36152090	NNAT	2484	+	NM_005386	36149733	36151161	3
chr20	36247699	36251521	LINC00489	3822	-	NR_047461	36251521	36251521	3
chr20	36305311	36311636	LOC100287792	6325	+	NR_040021	36311636	36311636	4
chr20	36322356	36500531	CTNNBL1	178175	+	NM_001281495	36361331	36500415	17
chr20	36531498	36573747	VSTM2L	42249	+	NM_080607	36531752	36572655	4
chr20	36611408	36661870	TTI1	50462	-	NM_014657	36611857	36642218	9
chr20	36661947	36720766	RPRD1B	58819	+	NM_021215	36662349	36718277	7
chr20	36756863	36793700	TGM2	36837	-	NM_004613	36758620	36793600	13
chr20	36838906	36889174	KIAA1755	50268	-	NM_001029864	36841443	36888902	14
chr20	36888576	36917348	LOC149684	28772	+	NR_104170	36917348	36917348	2
chr20	36932551	36965905	BPI	33354	+	NM_001725	36932613	36965586	15
chr20	36974813	37005653	LBP	30840	+	NM_004139	36974919	37005311	15
chr20	37049238	37064018	SNHG17	14780	-	NR_027241	37064018	37064018	7
chr20	37053842	37053978	SNORA71B	136	-	NR_002910	37053978	37053978	1
chr20	37055948	37056086	SNORA71A	138	-	NR_002911	37056086	37056086	1
chr20	37058309	37058447	SNORA71C	138	-	NR_003017	37058447	37058447	1
chr20	37062504	37062642	SNORA71D	138	-	NR_003018	37062642	37062642	1
chr20	37075296	37079564	SNHG11	4268	+	NR_003239	37079564	37079564	5
chr20	37076725	37076861	SNORA71E	136	+	NR_002972	37076861	37076861	1
chr20	37078011	37078147	SNORA60	136	+	NR_002986	37078147	37078147	1
chr20	37101448	37207504	RALGAPB	106056	+	NM_020336	37117075	37203610	30
chr20	37209837	37217106	ADIG	7269	+	NM_001018082	37209893	37214790	3
chr20	37230576	37279295	ARHGAP40	48719	+	NM_001164431	37230585	37278491	15
chr20	37353104	37358015	SLC32A1	4911	+	NM_080552	37353367	37357282	2
chr20	37377096	37401089	ACTR5	23993	+	NM_024855	37377121	37400459	9
chr20	37434335	37551667	PPP1R16B	117332	+	NM_015568	37464568	37547309	11
chr20	37554954	37581703	FAM83D	26749	+	NM_030919	37554995	37581163	4
chr20	37590980	37668366	DHX35	77386	+	NR_033905	37668366	37668366	22
chr20	37842423	37853391	LOC339568	10968	-	NR_027124	37853391	37853391	4
chr20	38633102	38637171	LINC01370	4069	+	NR_109937	38637171	38637171	3
chr20	39314487	39317880	MAFB	3393	-	NM_005461	39316518	39317490	1
chr20	39657461	39753126	TOP1	95665	+	NM_003286	39657707	39751937	21
chr20	39726633	39766640	PLCG1-AS1	40007	-	NR_109889	39766640	39766640	7
chr20	39766160	39804357	PLCG1	38197	+	NM_002660	39766281	39803149	32
chr20	39797662	39797718	MIR6871	56	+	NR_106931	39797718	39797718	1
chr20	39807088	39928739	ZHX3	121651	-	NM_015035	39813830	39833556	4
chr20	39969492	39989225	LPIN3	19733	+	NM_001301860	39974443	39987506	20
chr20	39988605	39995498	EMILIN3	6893	-	NM_052846	39989907	39995274	4
chr20	40030742	40247133	CHD6	216391	-	NM_032221	40033232	40179976	37
chr20	40701391	41818557	PTPRT	1117166	-	NM_133170	40709518	41818373	32
chr20	41314122	41317202	LOC101927159	3080	+	NR_110004	41317202	41317202	4
chr20	42086503	42092244	SRSF6	5741	+	NR_034009	42092244	42092244	7
chr20	42136319	42170535	L3MBTL1	34216	+	NM_032107	42142209	42169768	22
chr20	42187634	42214273	SGK2	26639	+	NM_170693	42195135	42213656	13
chr20	42219252	42275862	IFT52	56610	+	NM_016004	42223338	42275623	14
chr20	42295658	42345136	MYBL2	49478	+	NM_002466	42295923	42344727	14
chr20	42354800	42355642	GTSF1L	842	-	NM_001008901	42354887	42355334	2
chr20	42543491	42698254	TOX2	154763	+	NM_001098797	42543531	42697326	9
chr20	42740336	42816218	JPH2	75882	-	NM_020433	42743435	42815345	6
chr20	42824580	42839546	OSER1	14966	-	NM_016470	42825691	42835597	4
chr20	42839599	42854667	OSER1-AS1	15068	+	NR_038339	42854667	42854667	3
chr20	42875738	42909557	GDAP1L1	33819	+	NM_001256738	42885879	42907940	6
chr20	42935196	42939889	FITM2	4693	-	NM_001080472	42935264	42939788	2
chr20	42965797	42979432	R3HDML	13635	+	NM_178491	42965797	42979432	5
chr20	42984440	43061485	HNF4A	77045	+	NM_001287183	43019279	43058305	11
chr20	43006382	43024346	HNF4A-AS1	17964	-	NR_109949	43024346	43024346	4
chr20	43036759	43036843	MIR3646	84	+	NR_037419	43036843	43036843	1
chr20	43077416	43079197	LINC01430	1781	-	NR_109893	43079197	43079197	3
chr20	43080623	43093984	LINC01620	13361	-	NR_132343	43093984	43093984	3
chr20	43104525	43123244	TTPAL	18719	+	NM_024331	43108639	43118182	6
chr20	43124863	43150726	SERINC3	25863	-	NM_198941	43128936	43150592	11
chr20	43160421	43247678	PKIG	87257	+	NM_001281444	43243197	43247005	6
chr20	43248162	43280376	ADA	32214	-	NM_000022	43248474	43280248	12
chr20	43285091	43300380	LINC01260	15289	-	NR_034104	43300380	43300380	5
chr20	43340502	43374868	KCNK15-AS1	34366	-	NR_132377	43374868	43374868	5
chr20	43343884	43356452	WISP2	12568	+	NM_003881	43344031	43355948	4
chr20	43374487	43380954	KCNK15	6467	+	NM_022358	43374551	43379479	2
chr20	43380444	43438979	RIMS4	58535	-	NM_001205317	43384774	43438912	6
chr20	43514239	43537175	YWHAB	22936	+	NM_003404	43530174	43535079	7
chr20	43538702	43567962	PABPC1L	29260	+	NM_001124756	43538784	43567383	15
chr20	43570770	43589114	TOMM34	18344	-	NM_006809	43571749	43588974	7
chr20	43592439	43595099	STK4-AS1	2660	-	NR_038341	43595099	43595099	3
chr20	43595119	43708593	STK4	113474	+	NM_006282	43595209	43703817	11
chr20	43720949	43729753	KCNS1	8804	-	NM_002251	43723510	43727877	5
chr20	43738092	43743813	WFDC5	5721	-	NM_145652	43738649	43743724	4
chr20	43752066	43753106	WFDC12	1040	-	NM_080869	43752486	43753088	3
chr20	43803539	43805185	PI3	1646	+	NM_002638	43803563	43804776	3
chr20	43835637	43838414	SEMG1	2777	+	NM_003007	43835694	43837327	3
chr20	43850009	43853099	SEMG2	3090	+	NM_003008	43850030	43852022	3
chr20	43880879	43883205	SLPI	2326	-	NM_003064	43881055	43883184	4
chr20	43922085	43937169	MATN4	15084	-	NM_003833	43922406	43934222	11
chr20	43935482	43946464	RBPJL	10982	+	NM_001281449	43935562	43945599	12
chr20	43953928	43977064	SDC4	23136	-	NM_002999	43955903	43977024	5
chr20	43991739	44005442	SYS1	13703	+	NM_001099791	43992171	44002934	4
chr20	43991808	44039250	SYS1-DBNDD2	47442	+	NR_003189	44039250	44039250	6
chr20	44002519	44006957	TP53TG5	4438	-	NM_014477	44002546	44006876	5
chr20	44034632	44039250	DBNDD2	4618	+	NM_001197139	44037107	44038780	4
chr20	44044706	44054885	PIGT	10179	+	NM_015937	44044796	44054466	12
chr20	44054149	44054213	MIR6812	64	+	NR_106870	44054213	44054213	1
chr20	44098393	44110172	WFDC2	11779	+	NM_006103	44098421	44108733	4
chr20	44141100	44144264	SPINT3	3164	-	NM_006652	44141290	44144248	2
chr20	44162835	44168134	WFDC6	5299	-	NM_080827	44163105	44168046	3
chr20	44164918	44176065	EPPIN-WFDC6	11147	-	NM_001198986	44166171	44175996	5
chr20	44169264	44176065	EPPIN	6801	-	NM_020398	44170782	44175996	4
chr20	44179790	44207965	WFDC8	28175	-	NM_181510	44180664	44207886	7
chr20	44236577	44259907	WFDC9	23330	-	NM_147198	44236748	44238820	5
chr20	44258384	44259831	WFDC10A	1447	+	NM_080753	44258452	44259657	2
chr20	44277201	44298878	WFDC11	21677	-	NM_147197	44277357	44279239	5
chr20	44313289	44333658	WFDC10B	20369	-	NM_172006	44313468	44314631	4
chr20	44330654	44337456	WFDC13	6802	+	NM_172005	44330762	44334544	4
chr20	44333740	44333819	MIR3617	79	-	NR_037411	44333819	44333819	1
chr20	44350987	44354335	SPINT4	3348	+	NM_178455	44351006	44354274	3
chr20	44402846	44420547	WFDC3	17701	-	NM_080614	44403066	44418614	7
chr20	44420575	44440066	DNTTIP1	19491	+	NM_052951	44420643	44439834	13
chr20	44441214	44445596	UBE2C	4382	+	NM_181799	44441334	44445406	6
chr20	44451854	44455953	TNNC2	4099	-	NM_003279	44451986	44455887	6
chr20	44462469	44471914	SNX21	9445	+	NM_152897	44462558	44470682	5
chr20	44470359	44486048	ACOT8	15689	-	NM_005469	44470476	44485954	6
chr20	44486219	44507769	ZSWIM3	21550	+	NR_037628	44507769	44507769	3
chr20	44509847	44513905	ZSWIM1	4058	+	NM_080603	44511231	44512689	2
chr20	44515129	44516238	SPATA25	1109	-	NM_080608	44515155	44516229	2
chr20	44517110	44519926	NEURL2	2816	-	NM_080749	44517396	44519630	2
chr20	44518782	44527458	CTSA	8676	+	NM_000308	44519964	44527089	15
chr20	44527258	44541003	PLTP	13745	-	NM_006227	44527579	44540091	16
chr20	44563316	44576662	PCIF1	13346	+	NM_022104	44567638	44576394	17
chr20	44577291	44600833	ZNF335	23542	-	NM_022095	44577591	44600049	28
chr20	44637546	44645200	MMP9	7654	+	NM_004994	44637565	44645007	13
chr20	44650328	44688789	SLC12A5	38461	+	NM_001134771	44650404	44686244	26
chr20	44689625	44718580	NCOA5	28955	-	NM_020967	44690938	44708063	8
chr20	44746892	44758384	CD40	11492	+	NM_001250	44746982	44757679	9
chr20	44802371	44937137	CDH22	134766	-	NM_021248	44803144	44879933	12
chr20	44978166	44993097	SLC35C2	14931	-	NM_001281458	44979032	44987364	11
chr20	44994689	45035271	ELMO2	40582	-	NM_133171	44995998	45023121	22
chr20	45085131	45086282	ZNF663P	1151	-	NR_045983	45086282	45086282	1
chr20	45092298	45093931	MKRN7P	1633	-	NR_026640	45093931	45093931	1
chr20	45128268	45142198	ZNF334	13930	-	NM_001270497	45129934	45138261	6
chr20	45169669	45179213	OCSTAMP	9544	-	NM_080721	45169912	45179199	3
chr20	45186461	45313124	SLC13A3	126663	-	NM_001011554	45188660	45242334	14
chr20	45313003	45318276	TP53RK	5273	-	NM_033550	45315391	45318053	2
chr20	45338278	45364985	SLC2A10	26707	+	NM_030777	45338375	45362473	5
chr20	45523262	45817492	EYA2	294230	+	NM_005244	45618649	45816781	16
chr20	45795608	45795700	MIR3616	92	+	NR_037410	45795700	45795700	1
chr20	45837858	45985633	ZMYND8	147775	-	NM_001281779	45839405	45912392	24
chr20	45947245	45949498	LOC100131496	2253	+	NR_024594	45949498	45949498	1
chr20	46130600	46285621	NCOA3	155021	+	NM_001174088	46250991	46282161	23
chr20	46286149	46415360	SULF2	129211	-	NM_001161841	46287105	46386107	21
chr20	46608836	46618861	LINC01522	10025	-	NR_110027	46618861	46618861	3
chr20	46611969	46613057	LINC01523	1088	+	NR_109942	46613057	46613057	2
chr20	46988653	46999381	LINC00494	10728	+	NR_026958	46999381	46999381	5
chr20	47240792	47444420	PREX1	203628	-	NM_020820	47242422	47444397	40
chr20	47538274	47653230	ARFGEF2	114956	+	NM_006420	47538426	47649736	39
chr20	47656999	47662593	CSE1L-AS1	5594	-	NR_110624	47662593	47662593	3
chr20	47662782	47713497	CSE1L	50715	+	NM_001316	47675000	47712975	25
chr20	47729875	47804904	STAU1	75029	-	NM_017453	47731414	47782738	14
chr20	47835831	47860614	DDX27	24783	+	NM_017895	47835892	47860371	21
chr20	47862438	47894756	ZNFX1	32318	-	NM_021035	47863803	47892376	14
chr20	47894714	47905795	ZFAS1	11081	+	NR_003605	47905795	47905795	5
chr20	47895481	47895560	SNORD12C	79	+	NR_002433	47895560	47895560	1
chr20	47896849	47896952	SNORD12B	103	+	NR_003695	47896952	47896952	1
chr20	47897219	47897309	SNORD12	90	+	NR_003030	47897309	47897309	1
chr20	47988504	48099181	KCNB1	110677	-	NM_004975	47989519	48099017	2
chr20	48120410	48184707	PTGIS	64297	-	NM_000961	48124456	48184653	10
chr20	48249482	48330421	B4GALT5	80939	-	NM_004776	48252848	48330227	9
chr20	48429249	48508779	SLC9A8	79530	+	NM_001260491	48429459	48504473	16
chr20	48519928	48532080	SPATA2	12152	-	NM_006038	48522155	48525027	3
chr20	48552913	48570422	RNF114	17509	+	NM_018683	48552949	48568678	6
chr20	48599512	48605420	SNAI1	5908	+	NM_005985	48599596	48604593	3
chr20	48657243	48658166	TRERNA1	923	-	NR_051976	48658166	48658166	2
chr20	48697660	48732496	UBE2V1	34836	-	NM_001257393	48699304	48732112	5
chr20	48697660	48770335	TMEM189-UBE2V1	72675	-	NM_199203	48699304	48770174	8
chr20	48740273	48770335	TMEM189	30062	-	NR_027889	48770335	48770335	7
chr20	48789106	48793208	LINC01273	4102	+	NR_109943	48793208	48793208	3
chr20	48801139	48808606	CEBPB-AS1	7467	-	NR_125739	48808606	48808606	7
chr20	48807119	48809227	CEBPB	2108	+	NM_001285879	48808164	48808608	1
chr20	48884022	48896332	LINC01272	12310	+	NM_001278655	48892206	48894866	4
chr20	48909256	48931456	LINC01270	22200	+	NR_034124	48931456	48931456	5
chr20	48927247	48937879	LINC01271	10632	-	NR_109950	48937879	48937879	3
chr20	49126857	49201300	PTPN1	74443	+	NM_002827	49127064	49199252	10
chr20	49202322	49202416	MIR645	94	+	NR_030375	49202416	49202416	1
chr20	49202644	49308067	FAM65C	105423	-	NR_110890	49308067	49308067	22
chr20	49231172	49231322	MIR1302-5	150	-	NR_031634	49231322	49231322	1
chr20	49262007	49276828	LOC100506175	14821	+	NR_111906	49276828	49276828	3
chr20	49348080	49370278	PARD6B	22198	+	NM_032521	49348323	49367025	3
chr20	49411430	49493714	BCAS4	82284	+	NM_017843	49411530	49493072	6
chr20	49505454	49547527	ADNP	42073	-	NM_001282531	49507941	49520533	6
chr20	49547520	49561671	ADNP-AS1	14151	+	NR_110007	49561671	49561671	4
chr20	49551391	49575101	DPM1	23710	-	NM_001317034	49551668	49575060	10
chr20	49575350	49578399	MOCS3	3049	+	NM_014484	49575379	49576762	1
chr20	49620192	49639675	KCNG1	19483	-	NM_002237	49620575	49626875	3
chr20	50003493	50179370	NFATC2	175877	-	NM_001136021	50015223	50179168	11
chr20	50069441	50069514	MIR3194	73	-	NR_036162	50069514	50069514	1
chr20	50213313	50384950	ATP9A	171637	-	NM_006045	50217749	50384908	28
chr20	50400582	50419048	SALL4	18466	-	NM_020436	50400803	50418947	4
chr20	50448335	50479452	LINC01429	31117	-	NR_110016	50479452	50479452	3
chr20	50700549	50808524	ZFP64	107975	-	NM_199427	50701095	50808175	9
chr20	51237376	51266965	LINC01524	29589	+	NR_110038	51266965	51266965	3
chr20	51588945	52111869	TSHZ2	522924	+	NM_173485	51589832	51873102	3
chr20	52169308	52191847	LOC101927770	22539	+	NR_110051	52191847	52191847	6
chr20	52183609	52199636	ZNF217	16027	-	NM_006526	52188282	52199365	5
chr20	52491039	52492248	SUMO1P1	1209	-	NR_002189	52492248	52492248	1
chr20	52560078	52687304	BCAS1	127226	-	NM_003657	52561460	52675257	12
chr20	52684946	52685024	MIR4756	78	-	NR_039913	52685024	52685024	1
chr20	52769987	52790516	CYP24A1	20529	-	NM_000782	52773717	52790118	12
chr20	52824501	52836492	PFDN4	11991	+	NM_002623	52824639	52835689	4
chr20	53092010	53267710	DOK5	175700	+	NM_018431	53092485	53267018	8
chr20	54036873	54043735	LINC01441	6862	-	NR_110064	54043735	54043735	3
chr20	54039580	54043329	LINC01440	3749	+	NR_110629	54043329	54043329	3
chr20	54572412	54580528	CBLN4	8116	-	NM_080617	54573612	54579227	3
chr20	54823787	54824871	MC3R	1084	+	NM_019888	54823899	54824871	1
chr20	54933982	54943718	FAM210B	9736	+	NM_080821	54934061	54941343	3
chr20	54944444	54967351	AURKA	22907	-	NM_198433	54945213	54963253	11
chr20	54967426	54979582	CSTF1	12156	+	NM_001033521	54970608	54978783	6
chr20	54987167	55034396	CASS4	47229	+	NM_001164116	54987514	55033803	7
chr20	55043640	55093942	RTFDC1	50302	+	NM_001283035	55043753	55093321	10
chr20	55066547	55100981	GCNT7	34434	-	NM_080615	55066612	55072664	7
chr20	55099784	55101208	FAM209A	1424	+	NM_001012971	55099864	55101126	2
chr20	55108301	55111574	FAM209B	3273	+	NM_001013646	55108397	55111494	2
chr20	55204357	55214338	TFAP2C	9981	+	NM_003222	55204600	55213069	7
chr20	55743808	55841707	BMP7	97899	-	NM_001719	55746014	55841178	7
chr20	55788751	55790922	BMP7-AS1	2171	+	NR_110631	55790922	55790922	4
chr20	55896557	55896647	MIR4325	90	-	NR_036219	55896647	55896647	1
chr20	55904830	55919049	SPO11	14219	+	NM_012444	55904923	55918516	13
chr20	55926144	55953519	RAE1	27375	+	NM_003610	55929094	55953155	12
chr20	55933495	55934878	MTRNR2L3	1383	-	NM_001190472	55934020	55934095	1
chr20	55966453	55984386	RBM38	17933	+	NM_001291780	55966637	55982902	5
chr20	56071020	56100183	CTCFL	29163	-	NM_001269043	56071305	56099261	12
chr20	56136136	56141513	PCK1	5377	+	NM_002591	56136467	56140860	10
chr20	56178901	56195632	ZBP1	16731	-	NM_001160417	56179628	56195351	8
chr20	56223447	56286592	PMEPA1	63145	-	NM_199171	56227108	56234712	4
chr20	56285238	56287836	NKILA	2598	+	NR_131157	56287836	56287836	1
chr20	56470449	56470500	MIR4532	51	+	NR_039757	56470500	56470500	1
chr20	56725982	56736183	C20orf85	10201	+	NM_178456	56726020	56735878	4
chr20	56791181	56803709	ANKRD60	12528	-	NM_001304369	56793550	56803709	4
chr20	56807832	56884495	PPP4R1L	76663	-	NR_003505	56884495	56884495	17
chr20	56884770	56942563	RAB22A	57793	+	NM_020673	56885032	56934759	7
chr20	56964174	57026156	VAPB	61982	+	NM_004738	56964515	57019291	6
chr20	57034159	57089994	APCDD1L	55835	-	NM_001304787	57035845	57088954	5
chr20	57090434	57194948	APCDD1L-AS1	104514	+	NR_034147	57194948	57194948	7
chr20	57209827	57210794	LOC79160	967	+	NR_125359	57210794	57210794	1
chr20	57226308	57254582	STX16	28274	+	NM_001204868	57242560	57251347	10
chr20	57226308	57290900	STX16-NPEPL1	64592	+	NR_037945	57290900	57290900	23
chr20	57264186	57290900	NPEPL1	26714	+	NM_001204872	57266820	57290382	13
chr20	57392669	57392749	MIR296	80	-	NR_029844	57392749	57392749	1
chr20	57393280	57393368	MIR298	88	-	NR_030580	57393368	57393368	1
chr20	57393972	57425958	GNAS-AS1	31986	-	NR_002785	57425958	57425958	5
chr20	57414772	57486251	GNAS	71479	+	NM_016592	57415161	57415899	13
chr20	57438810	57463865	LOC101927932	25055	-	NR_126334	57463865	57463865	5
chr20	57556262	57570188	NELFCD	13926	+	NM_198976	57556310	57569731	15
chr20	57570241	57582309	CTSZ	12068	-	NM_001336	57570703	57582183	6
chr20	57594308	57601709	TUBB1	7401	+	NM_030773	57594577	57599838	4
chr20	57603732	57607422	ATP5E	3690	-	NM_006886	57605360	57607306	3
chr20	57603732	57617901	SLMO2-ATP5E	14169	-	NR_037929	57617901	57617901	8
chr20	57608199	57617901	PRELID3B	9702	-	NM_016045	57610061	57617785	6
chr20	57766074	57834167	ZNF831	68093	+	NM_178457	57766074	57829798	5
chr20	57875481	57901047	EDN3	25566	+	NM_207032	57875867	57899422	5
chr20	58152563	58422766	PHACTR3	270203	+	NM_001199505	58152563	58422185	13
chr20	58201518	58203344	LOC100506384	1826	-	NR_040513	58203344	58203344	2
chr20	58438611	58508718	SYCP2	70107	-	NM_014258	58439365	58497468	45
chr20	58508818	58523702	FAM217B	14884	+	NM_001190826	58518998	58520150	5
chr20	58511886	58515352	PPP1R3D	3466	-	NM_006242	58514086	58514986	1
chr20	58533470	58588168	CDH26	54698	+	NM_177980	58533781	58587785	18
chr20	58630979	58648008	C20orf197	17029	+	NM_001302815	58645029	58646198	4
chr20	58662740	58676442	LOC729296	13702	+	NR_109917	58676442	58676442	5
chr20	58713547	58897314	MIR646HG	183767	+	NR_046099	58897314	58897314	5
chr20	58883531	58883625	MIR646	94	+	NR_030376	58883625	58883625	1
chr20	59044666	59048034	LOC101928048	3368	-	NR_109903	59048034	59048034	2
chr20	59053168	59053239	MIR4533	71	+	NR_039758	59053239	59053239	1
chr20	59139619	59139683	MIR548AG2	64	+	NR_039653	59139683	59139683	1
chr20	59654119	59655235	LOC100506470	1116	+	NR_109919	59655235	59655235	2
chr20	59827481	60515673	CDH4	688192	+	NM_001794	59827569	60512001	16
chr20	60528601	60528718	MIR1257	117	-	NR_031658	60528718	60528718	1
chr20	60549853	60640866	TAF4	91013	-	NM_003185	60551223	60640866	15
chr20	60639857	60639941	MIR3195	84	+	NR_130463	60639941	60639941	1
chr20	60697516	60710434	LSM14B	12918	+	NM_144703	60697722	60708517	9
chr20	60711782	60718514	PSMA7	6732	-	NM_002792	60711912	60718359	7
chr20	60718775	60757566	SS18L1	38791	+	NR_125980	60757566	60757566	13
chr20	60758080	60777810	MTG2	19730	+	NM_015666	60768476	60776133	7
chr20	60790016	60795323	HRH3	5307	-	NM_007232	60791061	60795026	3
chr20	60813540	60871269	OSBPL2	57729	+	NM_014835	60831240	60868943	14
chr20	60877951	60883918	ADRM1	5967	+	NM_175573	60878624	60883817	10
chr20	60884115	60942368	LAMA5	58253	-	NM_005560	60884391	60942301	80
chr20	60907542	60907613	MIR4758	71	-	NR_039915	60907613	60907613	1
chr20	60928065	60931534	LAMA5-AS1	3469	+	NR_109924	60931534	60931534	3
chr20	60962120	60963576	RPS21	1456	+	NM_001024	60962394	60963522	6
chr20	60963685	60982339	CABLES2	18654	-	NM_031215	60966026	60982332	10
chr20	60985292	61002629	RBBP8NL	17337	-	NM_080833	60985933	60994703	14
chr20	61038552	61051026	GATA5	12474	-	NM_080473	61039891	61050577	7
chr20	61141437	61148768	C20orf166-AS1	7331	-	NR_033263	61148768	61148768	7
chr20	61147659	61167971	MIR1-1HG	20312	+	NM_001302812	61150864	61167884	5
chr20	61151512	61151583	MIR1-1	71	+	NR_029780	61151583	61151583	1
chr20	61162118	61162220	MIR133A2	102	+	NR_029676	61162220	61162220	1
chr20	61273796	61303647	SLCO4A1	29851	+	NM_016354	61287806	61303245	12
