uniqueID	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	uniprotID	description	geneSymbol	txSize	cdsSize
YPR031W	chrXVI	+	631511	633758	631511	633758	1	631511,	633758,	Q12311	Subunit of the NuA3 histone acetyltransferase complex that acetylates histone H3  contains PHD finger domain that interacts with methylated histone H3	YPR031W	2247	2247
YPR032W	chrXVI	+	634119	637221	634119	637221	1	634119,	637221,	Q12038	Effector of Rab GTPase Sec4p, forms a complex with Sec4p and t-SNARE Sec9p  involved in exocytosis and docking and fusion of post-Golgi vesicles with plasma membrane  homolog of Sro77p and Drosophila lgl tumor suppressor	SRO7	3102	3102
YPR033C	chrXVI	-	637375	639016	637375	639016	1	637375,	639016,	P07263	Cytoplasmic and mitochondrial histidine tRNA synthetase  encoded by a single nuclear gene that specifies two messages  efficient mitochondrial localization requires both a presequence and an amino-terminal sequence	HTS1	1641	1641
YPR034W	chrXVI	+	639521	640955	639521	640955	1	639521,	640955,	Q12406	Component of both the SWI/SNF and RSC chromatin remodeling complexes  actin-related protein involved in transcriptional regulation	ARP7	1434	1434
YPR035W	chrXVI	+	642204	643317	642204	643317	1	642204,	643317,	P32288	Glutamine synthetase (GS), synthesizes glutamine from glutamate and ammonia  with Glt1p, forms the secondary pathway for glutamate biosynthesis from ammonia  expression regulated by nitrogen source and by amino acid limitation	GLN1	1113	1113
YPR036W	chrXVI	+	643832	645269	643832	645269	1	643832,	645269,	P41807	Subunit H of the eight-subunit V1 peripheral membrane domain of the vacuolar H+-ATPase (V-ATPase), an electrogenic proton pump found throughout the endomembrane system  serves as an activator or a structural stabilizer of the V-ATPase	VMA13	1437	1437
YPR036W-A	chrXVI	+	645946	646150	645946	646150	1	645946,	646150,	Q3E752	Protein of unknown function  transcription is regulated by Pdr1p	YPR036W-A	204	204
YPR037C	chrXVI	-	646444	647035	646444	647035	1	646444,	647035,	Q12284	Flavin-linked sulfhydryl oxidase localized to the endoplasmic reticulum lumen, involved in disulfide bond formation within the ER	ERV2	591	591
YPR038W	chrXVI	+	646832	647192	646832	647192	1	646832,	647192,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps verified gene YPR037C  null mutant displays increased levels of spontaneous Rad52p foci	YPR038W	360	360
YPR039W	chrXVI	+	647008	647344	647008	647344	1	647008,	647344,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the verified non essential genes ERV2/YPR037C and TIP41/YPR040W	YPR039W	336	336
YPR040W	chrXVI	+	647301	648372	647301	648372	1	647301,	648372,	Q12199	Protein that interacts physically and genetically with Tap42p, which regulates protein phosphatase 2A  component of the TOR (target of rapamycin) signaling pathway	TIP41	1071	1071
YPR041W	chrXVI	+	648700	649918	648700	649918	1	648700,	649918,	P38431	Translation initiation factor eIF-5  N-terminal domain functions as a GTPase-activating protein to mediate hydrolysis of ribosome-bound GTP  C-terminal domain is the core of ribosomal preinitiation complex formation	TIF5	1218	1218
YPR042C	chrXVI	-	650431	653659	650431	653659	1	650431,	653659,	Q12221	Member of the PUF protein family, which is defined by the presence of Pumilio homology domains that confer RNA binding activity  preferentially binds mRNAs encoding membrane-associated proteins	PUF2	3228	3228
YPR043W	chrXVI	+	654162	654844	654162	654844	2	654162,654567,	654164,654844,	P49631	Protein component of the large (60S) ribosomal subunit, identical to Rpl43Bp and has similarity to rat L37a ribosomal protein  null mutation confers a dominant lethal phenotype	YPR043W	682	682
YPR044C	chrXVI	-	654520	654874	654520	654874	1	654520,	654874,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps verified gene RPL43A/YPR043W  deletion confers sensitivity to GSAO	YPR044C	354	354
YPR046W	chrXVI	+	656795	657341	656795	657341	1	656795,	657341,	Q12262	Protein involved in kinetochore-microtubule mediated chromosome segregation  binds to centromere DNA	MCM16	546	546
YPR047W	chrXVI	+	657525	658935	657525	658935	1	657525,	658935,	P08425	Mitochondrial phenylalanyl-tRNA synthetase, active as a monomer, unlike the cytoplasmic subunit which is active as a dimer complexed to a beta subunit dimer  similar to the alpha subunit of E. coli phenylalanyl-tRNA synthetase	YPR047W	1410	1410
YPR048W	chrXVI	+	659178	661050	659178	661050	1	659178,	661050,	Q12181	Protein of unknown function  highly conserved across species and similar to human protein NDOR1  null mutant is inviable  allele is synthetically lethal with the pol3-13 allele of DNA polymerase delta	TAH18	1872	1872
YPR049C	chrXVI	-	661133	664670	661133	664670	1	661133,	664670,	Q12527	Adapter protein for pexophagy and the cytoplasm-to-vacuole targeting (Cvt) pathway  directs receptor-bound cargo to the phagophore assembly site (PAS) for packaging into vesicles  required for recruiting other proteins to the (PAS)	ATG11	3537	3537
YPR050C	chrXVI	-	664949	665363	664949	665363	1	664949,	665363,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the verified gene MAK3/YPR051W	YPR050C	414	414
YPR051W	chrXVI	+	664956	665487	664956	665487	1	664956,	665487,	Q03503	Catalytic subunit of N-terminal acetyltransferase of the NatC type  required for replication of dsRNA virus	MAK3	531	531
YPR052C	chrXVI	-	665689	665971	665689	665971	1	665689,	665971,	P11632	High-mobility group non-histone chromatin protein, functionally redundant with Nhp6Bp  homologous to mammalian high mobility group proteins 1 and 2  acts to recruit transcription factor Rcs1p to certain promoters	NHP6A	282	282
YPR053C	chrXVI	-	665784	666240	665784	666240	1	665784,	666240,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps verified gene NHP6A/YPR052C	YPR053C	456	456
YPR054W	chrXVI	+	666276	667443	666276	667443	1	666276,	667443,	P41808	Middle sporulation-specific mitogen-activated protein kinase (MAPK) required for production of the outer spore wall layers  negatively regulates activity of the glucan synthase subunit Gsc2p	SMK1	1167	1167
YPR055W	chrXVI	+	667672	670870	667672	670870	1	667672,	670870,	P32855	Essential 121kDa subunit of the exocyst complex (Sec3p, Sec5p, Sec6p, Sec8p, Sec10p, Sec15p, Exo70p, and Exo84p), which has the essential function of mediating polarized targeting of secretory vesicles to active sites of exocytosis	SEC8	3198	3198
YPR056W	chrXVI	+	671122	672139	671122	672139	1	671122,	672139,	Q12004	Subunit of TFIIH complex, involved in transcription initiation, similar to 34 kDa subunit of human TFIIH  interacts with Ssl1p	TFB4	1017	1017
YPR057W	chrXVI	+	672467	673493	672467	673493	1	672467,	673493,	Q99177	snRNP protein component of spliceosomal snRNPs, required for pre-mRNA splicing and snRNP biogenesis  in null mutant newly-synthesized snRNAs are destabilized and 3'-end processing is slowed	BRR1	1026	1026
YPR058W	chrXVI	+	673747	674671	673747	674671	1	673747,	674671,	P32331	Mitochondrial protein, putative inner membrane transporter with a role in oleate metabolism and glutamate biosynthesis  member of the mitochondrial carrier (MCF) family  has similarity with Ymc2p	YMC1	924	924
YPR059C	chrXVI	-	674310	674697	674310	674697	1	674310,	674697,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the verified gene YMC1/YPR058W	YPR059C	387	387
YPR060C	chrXVI	-	674857	675628	674857	675628	1	674857,	675628,	P32178	Chorismate mutase, catalyzes the conversion of chorismate to prephenate to initiate the tyrosine/phenylalanine-specific branch of aromatic amino acid biosynthesis	ARO7	771	771
YPR061C	chrXVI	-	675973	676879	675973	676879	1	675973,	676879,	Q12350	Probable Hsp40p co-chaperone, has a DnaJ-like domain and appears to be involved in ER-associated degradation of misfolded proteins containing a tightly folded cytoplasmic domain  inhibits replication of Brome mosaic virus in S. cerevisiae	JID1	906	906
YPR062W	chrXVI	+	677161	677638	677161	677638	1	677161,	677638,	Q12178	Cytosine deaminase, zinc metalloenzyme that catalyzes the hydrolytic deamination of cytosine to uracil  of biomedical interest because it also catalyzes the deamination of 5-fluorocytosine (5FC) to form anticancer drug 5-fluorouracil (5FU)	FCY1	477	477
YPR063C	chrXVI	-	677808	678317	677808	678317	2	677808,678276,	678190,678317,	Q12160	ER-localized protein of unknown function	YPR063C	509	509
YPR064W	chrXVI	+	678947	679367	678947	679367	1	678947,	679367,	n/a	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data	YPR064W	420	420
YPR065W	chrXVI	+	679689	680796	679689	680796	1	679689,	680796,	P25042	Heme-dependent repressor of hypoxic genes  contains an HMG domain that is responsible for DNA bending activity	ROX1	1107	1107
YPR066W	chrXVI	+	681209	682109	681209	682109	1	681209,	682109,	Q99344	Protein that acts together with Ula1p to activate Rub1p before its conjugation to proteins (neddylation), which may play a role in protein degradation  GFP-fusion protein localizes to the cytoplasm in a punctate pattern	UBA3	900	900
YPR067W	chrXVI	+	682216	682774	682216	682774	1	682216,	682774,	Q12425	Protein required for maturation of mitochondrial and cytosolic Fe/S proteins, localizes to the mitochondrial intermembrane space, overexpression of ISA2 suppresses grx5 mutations	ISA2	558	558
YPR068C	chrXVI	-	682937	684350	682937	684350	1	682937,	684350,	Q12214	Putative class I histone deacetylase (HDAC) with sequence similarity to Hda1p, Rpd3p, Hos2p, and Hos3p  deletion results in increased histone acetylation at rDNA repeats  interacts with the Tup1p-Ssn6p corepressor complex	HOS1	1413	1413
YPR069C	chrXVI	-	684552	685434	684552	685434	1	684552,	685434,	Q12074	Spermidine synthase, involved in biosynthesis of spermidine and also in biosynthesis of pantothenic acid  spermidine is required for growth of wild-type cells	SPE3	882	882
YPR070W	chrXVI	+	685894	687595	685894	687595	1	685894,	687595,	Q12321	Subunit of the RNA polymerase II mediator complex  associates with core polymerase subunits to form the RNA polymerase II holoenzyme  essential for transcriptional regulation	MED1	1701	1701
YPR071W	chrXVI	+	688168	688804	688168	688804	1	688168,	688804,	Q12346	Putative membrane protein  YPR071W is not an essential gene	YPR071W	636	636
YPR072W	chrXVI	+	690103	691786	690103	691786	1	690103,	691786,	Q12514	Subunit of the CCR4-NOT complex, which is a global transcriptional regulator with roles in transcription initiation and elongation and in mRNA degradation	NOT5	1683	1683
YPR073C	chrXVI	-	691929	692415	691929	692415	1	691929,	692415,	P40347	Protein phosphotyrosine phosphatase of unknown cellular role  activated by adenine	LTP1	486	486
YPR074C	chrXVI	-	692792	694835	692792	694835	1	692792,	694835,	P23254	Transketolase, similar to Tkl2p  catalyzes conversion of xylulose-5-phosphate and ribose-5-phosphate to sedoheptulose-7-phosphate and glyceraldehyde-3-phosphate in the pentose phosphate pathway  needed for synthesis of aromatic amino acids	TKL1	2043	2043
YPR074W-A	chrXVI	+	695014	695185	695014	695185	1	695014,	695185,	n/a	Hypothetical protein identified by homology	YPR074W-A	171	171
YPR075C	chrXVI	-	695733	696816	695733	696816	1	695733,	696816,	Q06810	Integral membrane protein that functions in the signaling branch of the high-osmolarity glycerol (HOG) pathway  interacts with Ste50p  overproduction blocks cell cycle arrest in the presence of mating pheromone	OPY2	1083	1083
YPR076W	chrXVI	+	696472	696847	696472	696847	1	696472,	696847,	n/a	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data	YPR076W	375	375
YPR077C	chrXVI	-	697127	697499	697127	697499	1	697127,	697499,	n/a	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data  expression increased by deletion of NAP1	YPR077C	372	372
YPR078C	chrXVI	-	697143	698262	697143	698262	1	697143,	698262,	Q06813	Putative protein of unknown function  possible role in DNA metabolism and/or in genome stability  expression is heat-inducible	YPR078C	1119	1119
YPR079W	chrXVI	+	698866	700012	698866	700012	1	698866,	700012,	Q06815	Membrane protein with similarity to mammalian mannose-6-phosphate receptors, possibly functions as a sorting receptor in the delivery of vacuolar hydrolases	MRL1	1146	1146
YPR080W	chrXVI	+	700591	701968	700591	701968	1	700591,	701968,	P02994	Translational elongation factor EF-1 alpha  also encoded by TEF2  functions in the binding reaction of aminoacyl-tRNA (AA-tRNA) to ribosomes	TEF1	1377	1377
YPR081C	chrXVI	-	702111	703968	702111	703968	1	702111,	703968,	Q06817	Protein with sequence similarity to Grs1p, which is a glycyl-tRNA synthetase  cannot substitute for Grs1p  possible pseudogene that is expressed at very low levels	GRS2	1857	1857
YPR082C	chrXVI	-	704222	704654	704222	704654	1	704222,	704654,	Q06819	17-kDa component of the U4/U6aU5 tri-snRNP, plays an essential role in pre-mRNA splicing, orthologue of hDIM1, the human U5-specific 15-kDa protein	DIB1	432	432
YPR083W	chrXVI	+	704851	706591	704851	706591	1	704851,	706591,	Q06820	Protein required for normal mitochondrial morphology and inheritance	MDM36	1740	1740
YPR084W	chrXVI	+	706969	708340	706969	708340	1	706969,	708340,	Q06821	Putative protein of unknown function	YPR084W	1371	1371
YPR085C	chrXVI	-	708494	709826	708494	709826	1	708494,	709826,	Q06822	Putative protein of unknown function  subunit of the ASTRA complex (Rvb1p, Rvb2p, Tra1p, Tti1p, Tti2, Asa1p and Tra1p) which is part of the chromatin remodeling machinery	YPR085C	1332	1332
YPR086W	chrXVI	+	710098	711136	710098	711136	1	710098,	711136,	P29055	Transcription factor TFIIB, a general transcription factor required for transcription initiation and start site selection by RNA polymerase II	SUA7	1038	1038
YPR087W	chrXVI	+	711351	711672	711351	711672	1	711351,	711672,	n/a	Dubious open reading frame, unlikely to encode a protein  not conserved in closely related Saccharomyces species  85% of ORF overlaps the verified gene SRP54  deletion causes a vacuolar protein sorting defect	VPS69	321	321
YPR088C	chrXVI	-	711400	713026	711400	713026	1	711400,	713026,	P20424	Signal recognition particle (SRP) subunit (homolog of mammalian SRP54)  contains the signal sequence-binding activity of SRP, interacts with the SRP RNA, and mediates binding of SRP to signal receptor  contains GTPase domain	SRP54	1626	1626
YPR089W	chrXVI	+	713272	715939	713272	715939	1	713272,	715939,	O13585	Protein of unknown function  exhibits genetic interaction with ERG11 and protein-protein interaction with Hsp82p	YPR089W	2667	2667
YPR091C	chrXVI	-	716153	718466	716153	718466	1	716153,	718466,	Q06833	Putative protein of unknown function  may interact with ribosomes, based on co-purification experiments  green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum  YPR091C is not an essential gene	YPR091C	2313	2313
YPR092W	chrXVI	+	718376	718682	718376	718682	1	718376,	718682,	n/a	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data	YPR092W	306	306
YPR093C	chrXVI	-	719555	720422	719555	720422	1	719555,	720422,	Q06834	Ubiquitin ligase that modifies and regulates RNA Pol II  involved in a putative alcohol-responsive signaling pathway  accumulates in the nucleus under alcohol stress  contains a Ring/PHD finger domain similar to the mammalian rA9 protein	YPR093C	867	867
YPR094W	chrXVI	+	720634	720958	720634	720958	1	720634,	720958,	Q06835	Component of the SF3b subcomplex of the U2 snRNP, zinc cluster protein involved in pre-mRNA splicing and cycloheximide resistance	RDS3	324	324
YPR095C	chrXVI	-	721034	724715	721034	724715	1	721034,	724715,	Q06836	Guanine nucleotide exchange factor (GEF) for Arf proteins  involved in vesicular transport  suppressor of ypt3 mutations  member of the Sec7-domain family	SYT1	3681	3681
YPR096C	chrXVI	-	724839	725142	724839	725142	1	724839,	725142,	O13587	Protein of unknown function that may interact with ribosomes, based on co-purification experiments	YPR096C	303	303
YPR097W	chrXVI	+	725391	728613	725391	728613	1	725391,	728613,	Q06839	Protein that contains a Phox homology (PX) domain and binds phosphoinositides  the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies	YPR097W	3222	3222
YPR098C	chrXVI	-	728944	729526	728944	729526	2	728944,729479,	729383,729526,	Q06089	Protein of unknown function, localized to the mitochondrial outer membrane	YPR098C	582	582
YPR099C	chrXVI	-	729754	730111	729754	730111	1	729754,	730111,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the verified gene MRPL51/YPR100W	YPR099C	357	357
YPR100W	chrXVI	+	729788	730211	729788	730211	1	729788,	730211,	Q06090	Mitochondrial ribosomal protein of the large subunit	MRPL51	423	423
YPR101W	chrXVI	+	730489	731017	730489	731017	1	730489,	731017,	Q06091	Component of NineTeen complex (NTC) containing Prp19p involved in mRNA splicing, interacts physically and genetically with Prp19p	SNT309	528	528
YPR102C	chrXVI	-	731221	731746	731221	731746	1	731221,	731746,	P0C0W9	Protein component of the large (60S) ribosomal subunit, nearly identical to Rpl11Bp  involved in ribosomal assembly  depletion causes degradation of proteins and RNA of the 60S subunit  has similarity to E. coli L5 and rat L11	RPL11A	525	525
YPR103W	chrXVI	+	732346	733210	732346	733210	1	732346,	733210,	P30656	Beta 5 subunit of the 20S proteasome, responsible for the chymotryptic activity of the proteasome	PRE2	864	864
YPR104C	chrXVI	-	733620	736431	733620	736431	1	733620,	736431,	P39521	Transcriptional activator with similarity to DNA-binding domain of Drosophila forkhead but unable to bind DNA in vitro  required for rRNA processing  isolated as a suppressor of splicing factor prp4	FHL1	2811	2811
YPR105C	chrXVI	-	736981	739567	736981	739567	1	736981,	739567,	Q06096	Essential component of the conserved oligomeric Golgi complex (Cog1p through Cog8p), a cytosolic tethering complex that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments	COG4	2586	2586
YPR106W	chrXVI	+	740058	741390	740058	741390	1	740058,	741390,	Q06098	Predicted protein kinase, overexpression causes sensitivity to staurosporine, which is a potent inhibitor of protein kinase C	ISR1	1332	1332
YPR107C	chrXVI	-	741435	742062	741435	742062	1	741435,	742062,	Q06102	Essential RNA-binding component of cleavage and polyadenylation factor, contains five zinc fingers  required for pre-mRNA 3'-end processing and polyadenylation	YTH1	627	627
YPR108W	chrXVI	+	742451	743741	742451	743741	1	742451,	743741,	Q06103	Essential, non-ATPase regulatory subunit of the 26S proteasome, similar to another S. cerevisiae regulatory subunit, Rpn5p, as well as to mammalian proteasome subunits	RPN7	1290	1290
YPR108W-A	chrXVI	+	744172	744385	744172	744385	1	744172,	744385,	Q3E7B3	Putative protein of unknown function  identified by fungal homology and RT-PCR	YPR108W-A	213	213
YPR109W	chrXVI	+	744686	745571	744686	745571	1	744686,	745571,	Q06104	Predicted membrane protein  dipoid deletion strain has high budding index	YPR109W	885	885
YPR110C	chrXVI	-	745825	746833	745825	746833	1	745825,	746833,	P07703	RNA polymerase subunit, common to RNA polymerase I and III	RPC40	1008	1008
YPR111W	chrXVI	+	747303	748998	747303	748998	1	747303,	748998,	P32328	Ser/Thr kinase involved in late nuclear division, one of the mitotic exit network (MEN) proteins  necessary for the execution of cytokinesis	DBF20	1695	1695
YPR112C	chrXVI	-	749253	751917	749253	751917	1	749253,	751917,	Q06106	Essential conserved protein that is part of the 90S preribosome  required for production of 18S rRNA and small ribosomal subunit  contains five consensus RNA-binding domains	MRD1	2664	2664
YPR113W	chrXVI	+	752254	752917	752254	752917	1	752254,	752917,	P06197	Phosphatidylinositol synthase, required for biosynthesis of phosphatidylinositol, which is a precursor for polyphosphoinositides, sphingolipids, and glycolipid anchors for some of the plasma membrane proteins	PIS1	663	663
YPR114W	chrXVI	+	753298	754246	753298	754246	1	753298,	754246,	Q06107	Putative protein of unknown function	YPR114W	948	948
YPR115W	chrXVI	+	754874	758126	754874	758126	1	754874,	758126,	Q06108	Pleckstrin homology domain containing protein proposed to function as a glycerol channel activator  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm	YPR115W	3252	3252
YPR116W	chrXVI	+	758645	759479	758645	759479	1	758645,	759479,	Q06109	Putative protein of unknown function  null mutation results in a decrease in plasma membrane electron transport	YPR116W	834	834
YPR117W	chrXVI	+	760022	767492	760022	767492	1	760022,	767492,	Q06116	Putative protein of unknown function	YPR117W	7470	7470
YPR118W	chrXVI	+	767749	768985	767749	768985	1	767749,	768985,	Q06489	5'-methylthioribose-1-phosphate isomerase  catalyzes the isomerization of 5-methylthioribose-1-phosphate to 5-methylthioribulose-1-phosphate in the methionine salvage pathway	YPR118W	1236	1236
YPR119W	chrXVI	+	771650	773126	771650	773126	1	771650,	773126,	P24869	B-type cyclin involved in cell cycle progression  activates Cdc28p to promote the transition from G2 to M phase  accumulates during G2 and M, then targeted via a destruction box motif for ubiquitin-mediated degradation by the proteasome	CLB2	1476	1476
YPR120C	chrXVI	-	773872	775180	773872	775180	1	773872,	775180,	P30283	B-type cyclin involved in DNA replication during S phase  activates Cdc28p to promote initiation of DNA synthesis  functions in formation of mitotic spindles along with Clb3p and Clb4p  most abundant during late G1 phase	CLB5	1308	1308
YPR121W	chrXVI	+	778578	780297	778578	780297	1	778578,	780297,	Q06490	Protein with similarity to hydroxymethylpyrimidine phosphate kinases  member of a gene family with THI20 and THI21  not required for thiamine biosynthesis	THI22	1719	1719
YPR122W	chrXVI	+	782040	785667	782040	785667	1	782040,	785667,	P40851	Haploid specific endoprotease that performs one of two N-terminal cleavages during maturation of a-factor mating pheromone  required for axial budding pattern of haploid cells	AXL1	3627	3627
YPR125W	chrXVI	+	787956	789321	787956	789321	1	787956,	789321,	Q06493	Mitochondrial inner membrane protein exposed to the mitochondrial matrix, associates with mitochondrial ribosomes, NOT required for respiratory growth  homolog of human Letm1, a protein implicated in Wolf-Hirschhorn syndrome	YPR125W	1365	1365
YPR126C	chrXVI	-	789072	789381	789072	789381	1	789072,	789381,	n/a	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data	YPR126C	309	309
YPR127W	chrXVI	+	790078	791116	790078	791116	1	790078,	791116,	Q06494	Putative protein of unknown function  expression is activated by transcription factor YRM1/YOR172W  green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus	YPR127W	1038	1038
YPR128C	chrXVI	-	791213	792200	791213	792200	1	791213,	792200,	Q06497	Peroxisomal adenine nucleotide transporter  involved in beta-oxidation of medium-chain fatty acid  required for peroxisome proliferation	ANT1	987	987
YPR129W	chrXVI	+	792682	793732	792682	793732	1	792682,	793732,	P45978	Protein containing an Lsm domain, may bind RNA and have a role in RNA processing  overproduction suppresses a null mutation in CHC1, which encodes the heavy chain of clathrin	SCD6	1050	1050
YPR130C	chrXVI	-	793369	793777	793369	793777	1	793369,	793777,	n/a	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data	YPR130C	408	408
YPR131C	chrXVI	-	793906	794494	793906	794494	1	793906,	794494,	Q06504	Catalytic subunit of the NatB N-terminal acetyltransferase, which catalyzes acetylation of the amino-terminal methionine residues of all proteins beginning with Met-Asp or Met-Glu and of some proteins beginning with Met-Asn or Met-Met	YPR131C	588	588
YPR132W	chrXVI	+	794960	795763	794960	795763	2	794960,795390,	795025,795763,	P32827	Ribosomal protein 28 (rp28) of the small (40S) ribosomal subunit, required for translational accuracy  nearly identical to Rps23Ap and similar to E. coli S12 and rat S23 ribosomal proteins  deletion of both RPS23A and RPS23B is lethal	YPR132W	803	803
YPR133C	chrXVI	-	795973	797206	795973	797206	1	795973,	797206,	Q06505	Protein that interacts with Spt6p and copurifies with Spt5p and RNA polymerase II, probable transcriptional elongation factor  metazoan homologs contain an acidic N terminus  mutations in the gene confer an Spt- phenotype	IWS1	1233	1233
YPR133W-A	chrXVI	+	797552	797705	797552	797705	1	797552,	797705,	P80967	Small mitochondrial outer membrane protein crucial to a binding relay for the import of proteins into mitochondria  subunit on the outer mouth of the TOM channel that accepts precursors from the receptors Tom20p and Tom22p	TOM5	153	153
YPR134W	chrXVI	+	798046	798853	798046	798853	1	798046,	798853,	P08593	Nuclear encoded protein needed for efficient splicing of mitochondrial COX1 aI5beta intron  mss18 mutations block cleavage of 5' exon - intron junction  phenotype of intronless strain suggests additional functions	MSS18	807	807
YPR135W	chrXVI	+	799229	802013	799229	802013	1	799229,	802013,	Q01454	Chromatin-associated protein, required for sister chromatid cohesion  interacts with DNA polymerase alpha (Pol1p) and may link DNA synthesis to sister chromatid cohesion	CTF4	2784	2784
YPR136C	chrXVI	-	802320	802833	802320	802833	1	802320,	802833,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps verified ORF RRP9	YPR136C	513	513
YPR137W	chrXVI	+	802354	804076	802354	804076	1	802354,	804076,	Q06506	Protein involved in pre-rRNA processing, associated with U3 snRNP  component of small ribosomal subunit (SSU) processosome  ortholog of the human U3-55k protein	RRP9	1722	1722
YPR137C-B	chrXVI	-	804996	810265	804996	810265	2	804996,808960,	808959,810265,	P0C2I9	Retrotransposon TYA Gag and TYB Pol genes  transcribed/translated as one unit  polyprotein is processed to make a nucleocapsid-like protein (Gag), reverse transcriptase (RT), protease (PR), and integrase (IN)  similar to retroviral genes	YPR137C-B	5269	5269
YPR137C-A	chrXVI	-	808942	810265	808942	810265	1	808942,	810265,	O13528	Retrotransposon TYA Gag gene co-transcribed with TYB Pol  translated as TYA or TYA-TYB polyprotein  Gag is a nucleocapsid protein that is the structural constituent of virus-like particles (VLPs)  similar to retroviral Gag	YPR137C-A	1323	1323
YPR138C	chrXVI	-	810979	812449	810979	812449	1	810979,	812449,	P53390	Ammonium permease of high capacity and low affinity  belongs to a ubiquitous family of cytoplasmic membrane proteins that transport only ammonium (NH4+)  expression is under the nitrogen catabolite repression regulation ammonia permease	MEP3	1470	1470
YPR139C	chrXVI	-	813151	814054	813151	814054	1	813151,	814054,	Q06508	Cytoplasmic protein of unknown function involved in vacuolar protein sorting.	VPS66	903	903
YPR140W	chrXVI	+	814386	815532	814386	815532	1	814386,	815532,	Q06510	Lyso-phosphatidylcholine acyltransferase, required for normal phospholipid content of mitochondrial membranes  may remodel acyl groups of cardiolipin in the inner membrane  human ortholog tafazzin is implicated in Barth syndrome	TAZ1	1146	1146
YPR141C	chrXVI	-	815729	817919	815729	817919	1	815729,	817919,	P17119	Minus-end-directed microtubule motor that functions in mitosis and meiosis, localizes to the spindle pole body and localization is dependent on functional Cik1p, required for nuclear fusion during mating  potential Cdc28p substrate	KAR3	2190	2190
YPR142C	chrXVI	-	818125	818689	818125	818689	1	818125,	818689,	n/a	Hypothetical protein  open reading frame overlaps 5' end of essential RRP15 gene required for ribosomal RNA processing	YPR142C	564	564
YPR143W	chrXVI	+	818318	819071	818318	819071	1	818318,	819071,	Q06511	Nucleolar protein, constituent of pre-60S ribosomal particles  required for proper processing of the 27S pre-rRNA at the A3 and B1 sites to yield mature 5.8S and 25S rRNAs	YPR143W	753	753
YPR144C	chrXVI	-	819760	821419	819760	821419	1	819760,	821419,	Q06512	Nucleolar protein, forms a complex with Nop14p that mediates maturation and nuclear export of 40S ribosomal subunits	NOC4	1659	1659
YPR145W	chrXVI	+	822615	824334	822615	824334	1	822615,	824334,	P49089	Asparagine synthetase, isozyme of Asn2p  catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway	ASN1	1719	1719
YPR145C-A	chrXVI	-	824685	824922	824685	824922	1	824685,	824922,	Q2V2P0	Putative protein of unknown function	YPR145C-A	237	237
YPR146C	chrXVI	-	825342	825672	825342	825672	1	825342,	825672,	n/a	Dubious open reading frame unlikely to encode a functional protein, based on available experimental and comparative sequence data	YPR146C	330	330
YPR147C	chrXVI	-	825640	826555	825640	826555	1	825640,	826555,	Q06522	Putative protein of unknown function  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and is induced in response to the DNA-damaging agent MMS	YPR147C	915	915
YPR148C	chrXVI	-	826828	828136	826828	828136	1	826828,	828136,	Q06523	Protein of unknown function that may interact with ribosomes, based on co-purification experiments  green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern	YPR148C	1308	1308
YPR149W	chrXVI	+	829913	830435	829913	830435	1	829913,	830435,	Q12207	Protein of unknown function  contains transmembrane domains  involved in secretion of proteins that lack classical secretory signal sequences  component of the detergent-insoluble glycolipid-enriched complexes (DIGs)	NCE102	522	522
YPR150W	chrXVI	+	830994	831516	830994	831516	1	830994,	831516,	n/a	Dubious open reading frame unlikely to encode a protein, based on available experimental and comparative sequence data  partially overlaps the verified gene SUE1/YPR151C	YPR150W	522	522
